post_id,text,label
M.1744999425.A.9FC,"孫 SUN
 整 陽光   搭配 中文名 帥 
 
 想到   Angel  Sun  猜 藝人 兒子 

 掛 

 特別 姓氏 
 台灣人 諧音 梗 無敵 


--",
M.1745031920.A.036,"阿肥 記得 件 事 
 
 繼續 推廣   全民 擁 槍 
 
 擁 槍 人權   天賦 槍權 
 
 人民 擁 槍   怕 條子   槍 拿出來   死 死 
 
 擁 槍 真   條子 擁 槍 自重 
 
 人民 低級 武器 抗衡 
 
 次   天賦 槍權  ",
M.1745039516.A.1C2,"剛剛   海邊 附近 散步 
 
 剛好 一時 尿急 
 
 剛好 海邊 兵營   裡面 士兵 正在 打掃 
 
 聽說 新 隊長 上任 裝 一下 
 
 類 八卦",
M.1745038992.A.45F,"1 . 媒體 來源 : 

 聯合 新聞網 


2. 記者 署名 : 

 李人岳 


3. 完整 新聞 標題 : 

11 機 9 艦 擾 台  艦載 直升機 現蹤 南北 應變區 外 


4. 完整 新聞 內文 : 

 國防部 表示 昨日 清晨 今日 清晨 6時",
M.1744978077.A.4E0,"阿肥 最近 換到 新 公司 

 好多 年輕 可愛 女性 朋友 
 
 有時候 擦上 無法 自拔 香味 
 
 充滿 想像 地方 工作 

 真的 好棒 好棒棒 
 
 
 
 想要 香水 吸引 妹妹 阿肥 同袍 

 不要 抹 香水 
 
 廁所 

 知道 

 加上  XX  味道 

 吼 ~~~~~~~~~ 
 
 知道 幹什麼 

 可不可 阿肥 同袍 不要 摸 香水 

 真的 想 想 馬桶  OO 

 沒 阿肥 抹 香水 八卦 

--",
M.1744961245.A.C45,"第 27  條 
 許可 集會 ﹑ 遊行 負責人 代理人 違反 第十八 條 規定 處 新臺幣 三萬 元 以下 罰鍰 
 第 28  條 
 集會 ﹑ 遊行 主管 機關 命令 解散 解散 處 集會 ﹑ 遊行 負責人 代理人 主持人 新臺幣 三萬 元 十五萬 元 以下 罰鍰 
 集會 遊行 負責人 未 第二十二 條 第二 項 但書 責 集會 遊行 繼續 進行 處 新臺幣 三萬 元 以下 罰鍰 
 第 29  條 
 集會 遊行 主管 機關 命令 解散 解散 繼續 舉行 制止 遵從 首謀 處 以下 有期徒刑 拘役 
 第 30  條 
 集會 ﹑ 遊行 文字 ﹑ 圖畫 ﹑ 演說 他法 侮辱 ﹑ 誹謗 公署 ﹑ 依法 執行 職務 公務員 處 以下 有期徒刑 ﹑ 拘役 科 併科 新臺幣 六萬 元 以下 罰金 
 
 一起 適用 知道 直接 抓去 關 兩 不能 易科 罰金 
 羈押 
-----
Sent  from JPTT  on  my  iPhone 

--",
M.1744982078.A.C7D,"題 
 
 肥 臉 超 容易 出 油 
 
 臉 毛孔 粗大 
 
 天 晚上 擠 一下 毛孔 噴出 白膏 ＠＠ 
 
 試 不少 方法 沒效 
 
 洗面乳 用去 沒 多久 滿 臉 油 
 
 有救 
 
--",
M.1745039638.A.91B,"通常 應該 

 種 租約 約定 
 
 方 附 理由 

 提前 n 通知 終止 租約 

 房東 應該 不會 違約 問題 

 大概 兩 選項 房客 選 

 馬 同意 提高 房租 

 馬 提前 通知 終止 租約 搬走 
 
 簽 種 租約 特別 營業用 

 不要 閉 眼睛 簽 瞄 一下 

 房客 簽 種 保障 

 其實 保障 房東 

--",
M.1744982734.A.296,"前 一陣子 車子 行人 馬路 
 紅綠燈 以外 
 今天 開車 發現 很多 汽車 慢慢 開 行人 馬路 
 昨天 小朋友 舉手 新聞 保護 
 汽車 
 機車 鑽來鑽去 
-----
 Sent  from  JPTT  on  my  iPhone 

--",
M.1745036750.A.16A,"阿肥 剛剛 花木蘭 
 
 感覺 老祖宗 神明 
 
 木須龍 假裝 巨石 神龍 
 
 有點 蠢 
 
 八卦 

--",
M.1745003343.A.73A,"初 日本 吃 麥當勞 
 喝 草莓 奶昔 外 久違 嚐到 滿福 香雞堡 
 小小 片 雞肉 豬肉堡 好吃 喔 台灣 麥當勞 停售 掛 



--",
M.1744958591.A.325,"通訊 軟體 line 中文 通稱 賴 

 有夠 爛 詐騙 堆 花 堆 錢 沒 搞 正事 
 賣 國 送 錢 本來 控制權 韓國 現在 變 日本 


 為啥 賴 使用率 高 到底 支持 


 沒 八卦 


--",
M.1744968734.A.019,"yoyo 
 
 高雄城 5 
 
 今年 33    八卦 處男 
 
 苛刻 
 
 比較 笨     薪水 領 少 
 
 今天 學 一點     輸 
 
 聰明 條件 努力 
 
 休息     
 
 女朋友 沒 交到 失敗 
 
 嗚嗚 
 
 長期 保持 學習     真的 累 


--
 支持",
M.1745022735.A.E21,"應該 改善 ㄧ下 居住 環境 
弄 高級 人性化 一點   學 北歐 
 再犯率 降低",
M.1744976012.A.88C,"昨天 聽 GPT 美國 健保 退休金 佔 總預算 45% 利息 軍費 好幾 倍 

 美國人 省錢 一點 搶劫 窮 國 盟友 

 就學 台灣 醫療 弄便宜 犧牲 醫療 人員 國家 沒 錢 

 學 國家 延長 領 退休金 年齡 

 有沒有 美國 願意 省錢 八卦 

--",
M.1744978264.A.2E6,"題 
 本魯 好奇 
 黑白 電視   彩色 電視   電腦   傻瓜 手機   智慧 手機 
 項 全民 普及 新 科技 可能 
 知道 有生之年 能不能 見到 

--",
M.1744993570.A.341,"今天 女友 好朋友 一起 遊樂園 
 好朋友 之前 生病   最近 康復 
 約好 一起 慶祝 
 
 最後 坐 摩天輪 
 女友 煙火 綻放 接吻 
 度過 快樂 天 
 
 分享 照片 
 希望 感染 快樂 
 有沒有 女友 朋友 一起 遊樂園 真 好玩 八卦",
M.1744989386.A.F5D,種,
M.1744994188.A.110,"題 
 魯
 討厭 種 假掰 娃娃音 
 唱歌 娃娃音 
 到底 舒服 
 顏值 不錯 頂級 
 到底 紅 

--",
M.1745016399.A.038,"城武 

Al  Yankovic   人稱 怪異 楊科維奇 
 
 喬科維奇 約科維奇 並稱 科維奇 傑 
 
 名 創作型 搞怪 歌手 著名 歌曲 
 
 模仿 星際 大戰 :   傳說 
 
 模仿 黑幫 天堂 :   阿米什人 天堂 
 
 諷刺 白人 阿宅 :   白 宅 


  AI  當紅 現在 藝術 創作 取代 
 
 出道 現在  AI  潮流 淹沒 
 
 名字  Al  轉型成  AI  型 歌手 

:) 

--",
M.1745023740.A.DA3,"LEXUS TOYOTA 旗下 豪華 汽車 品牌 
 高級車 覺得 BBA BMW  賓士   奧迪 
LEXUS 感覺 台 比較 高級 頭 
 
 

--",
M.1744976315.A.51C,"傢伙 奇葩 
 
 其實 黃呂 關係 搞 僵 
 
 黨 議員 全力 奧援 
 
 現在 早 中正 萬華 立委 
 
 吳沛憶 強 看來 看板 

 
 
 現在 聲援 黃呂 會不會 太 假 

--",
M.1745027735.A.493,"指 接下來 數十 上百   日本 侵略 中國 機會 ? 
 
 日本 戰爭 反省 一直 德國   天 日本 起笑   會不會 想 侵略 中國 ? 
 
 日本 接下來 數十 上百   侵略 中國 機會 ? 
 
 或許 美 共同 侵略 說不定   可能性 高 ? 


--
 雲林 支廳 主計 今村平藏   日記 蠻煙 瘴雨 日記 書 記述   殖   雲林 大屠殺 慘況 
 
 兵煙 之下 無不盡 成 肉山 血河 良匪 復 未 辨 薰蕕 幾千 房屋 竟 付諸 一炬 無數 
 生靈 頃刻 間 成 斬首 台 怨魂 九芎林庄 成為 焦土 村民 血肉 飛散 變作 慘絕人寰 
 地獄 石榴班 海豐崙 殺戮 燒 焰 腥風 捲 煙 陽光 淒然 但見 雲林 斗六 地方 
 殘煙 死灰 未 滅 滿 眸 極其 酸鼻 令 暢然 自失 大有 天柱 折 地維 裂 概 
 
--",
M.1744975121.A.2D7,"安安   剛剛 買 麥當勞 吃 
 
 順便 附近 公園 晃 一下 
 
 運動 一下 走 圈 
 
 吃 速食 比較 不會 胖 
 
 看到 騷 阿姨 
 
   長 超 木下凛々子 
 
 穿著 緊身 瑜伽褲 件 貼身 短 T

 有夠 騷 
 
 身材 
 
 跟著 走 一下 
 
 不知不覺 勃起 ==
 
 好像 注意到 
 
 趕快 麥當勞 買 晚餐 
 
 回家 趕快 木下凛々子 片尻 
 
 不得不 熟女 特有 韻味   棒 
 
 到底 喜歡 屁孩 學生妹 阿

 阿姨 好  懂 
 
 騷 種 有點 年紀   


-----
 Sent  from JPTT  on  my  i Phone

--",
M.1745037088.A.8F2,"1 . 媒體 來源 : 
 中時 新聞網 

2 . 記者 署名 : 
 林毅 

3 . 完整 新聞 標題 : 
 日式 飯糰 生意 太   高雄 包租婆 眼紅 想 毀約   遭 拒 惱羞 砸 店 

4. 完整 新聞 內文 : 
 位在 高雄 美術館 旁 間 日式 飯糰店",
M.1744984820.A.B9E,"備註 放 後面   違者 新聞 文章 刪除 

1 . 媒體 來源 :",
M.1744969536.A.E6E,"最近 小說 
 發現 問題 
 
 乾兒子 乾兒子 
 稱呼 
 
 小說 沒 寫 
 太 清楚 
 
 卦 否 ? 


--
 養 狗 缺點 非常 :   花錢 飼料 獸醫 咬到 賠錢 .   花 時間 狗 家 隨地 大小便 
 處理 洗澡 美容 .   家人 咬 風險 畜牲 幾乎 不會 感恩 牠 牠 高興 
 咬 . 可能 睡覺 咬掉 老二 直接 咬死 .   傳染病 狗 外面 翻 垃圾 
 病菌 帶回 家 傳染給 .    笑 傻子 出門 溜狗 看到 偷笑 養 狗 自找 麻
 煩 真 白痴 .   鄰居 衝突 狗 叫聲 吵 鄰居 咬 風險 遇到 喝醉酒 衝
 動 鄰居 可能 砍 .   出遠門 安頓 牠 麻煩 .   牠 死 難過 好多 人生 變 黑白 . 

--",
M.1745012047.A.AB4,"司法 敗類 林俊言 筆錄 造假 偵訊 被告 試試 經手 被告 出
 現 沒 錄音 錄影 空窗期 

 種 不要臉 司法 敗類 之前 臉 對著 旁聽席 喊 相信 檢察官 相信 證
據 

 信 恁娘 勒 現在 證據 已經 相信 林俊言 司法 敗類 
 
 請問 台灣 法律 種 司法 敗類 沒輒 體制 辦法 解決 種 司法 敗類 
 不要 怪 老百姓 不滿 累積 極限 之後 尋求 體制 外 方法 表達 司法 敗類 不滿 

 司法 敗類 林俊言 試試 

--",
M.1744989016.A.9FE,"1 . 媒體 來源 : 
 民視 新聞網 


2 . 記者 署名 : 
 國際 中心 ／ 張瑋珊 報導 


3 . 完整 新聞 標題 : 
台 身份證 1 特色 12萬 粉紅 愛 慘 中網 心酸 嘆 台灣 真正 優點 不能 發 


4 . 完整 新聞 內文 :",
M.1744974604.A.CA8,"拉

 本肥宅 晚餐 吃 漢堡王 
 
 200 花生 牛肉 漢堡 套餐 
 
 裡面 杯 飲料   漢堡  超 包 薯條 
 
 看到 後悔 
 
 還不如 吃 肯德基 XL 套餐 
 
 薯條   蛋塔   漢堡  炸雞  吃起來 比較 爽 
 
 肯德基 484 屌打 漢堡王 ? 

--",
M.1744963590.A.4B7,金門 染黃 出人命 正妹 士官長 退伍 傳播 妹 　 酒瓶 爆頭 打死 酒客,
M.1744960261.A.782,"1 . 媒體 來源 : 
 自由時報 


2. 記者 署名 : 
 蔡政珉 


3 . 完整 新聞 標題 : 

 懷疑 同居人 外遇 男 持 雙 刀 挾持   苗 警 開 2 槍 擊斃 



4 . 完整 新聞 內文 : 
 〔 記者 蔡政珉 ／ 苗栗 報導 〕 居住 苗栗縣 頭份市 49 歲 蔡姓 男子 今日 凌晨 0點 懷疑 
44 歲 陳姓 同居 女友 外遇 兩 發生 糾紛 蔡男 怒氣 衝天 竟 拿起 菜刀 抵住 同居人 警方 獲報 
 趕赴 現場 喝令 蔡男 停止 行為 蔡男 不從 作勢 逼近 欲 攻擊 員警 陳女 頭部 劃 刀
 警方 先 開槍 擊中 蔡男 左 手掌 蔡男 持續 處理 員警 逼近 距離 太 短 處理 員警 感
 遭受 生命 威脅 開槍 射擊 蔡男 蔡男 左 胸 擊中 倒下 送醫 今天 凌晨 2點 宣告 
治 

 了解 蔡男 目前 無業 母親 同住 出入 住在 陳女 住處 陳女 曾經 通報 警方 
 蔡男 傷害 蔡男 18日 事發 前 黃湯 下肚 酒 懷疑 陳女 外遇 認為 陳女 結 新歡 雙方 
 發生 爭吵 陳女 趁隙 報警 發生 家暴案 未料 口角 爭執 竟 升級 蔡男 陳女 住處 竟 
 2 菜刀 持 雙 刀 抵住 陳女 頭部 警方 獲報 蔡男 竟 挾持 陳女 陳女 5樓 住處 
 走到 1樓 警方 對峙 一手 抵住 陳女 頭部 手 不停 揮舞 菜刀 處理 員警 逼 
 近 

 處理 員警 見 情況 緊急 立刻 喝令 蔡男 放下 菜刀 鬆 開 陳女 止步 蔡男 先 丟下 右手 持 菜
刀 左手 持 菜刀 攻擊 陳女 劃傷 陳女 頭部 持續 逼近 處理 員警 員警 考慮 陳女生 
命 安全 安危 只好 開槍 蔡男 槍 倒地 警方 馬上 通報 消防 人員 救護 送醫 蔡
男 18日 凌晨 2點 宣告 不治 
 
 頭份 警方 表示 當時 情況 急迫 警方 避免 陳女 同仁 安危 開槍 制止 目前 案 
 頭份 警分局 成立 專案 小組 調查 釐清 報請 檢方 相驗 陳女 頭 臉 身 
 處 擦挫傷 脖子 輕微 割傷 生命 危險 

5. 完整 新聞 連結   短網址 不可 YAHOO LINE MSN 轉載 媒體 :",
M.1744989598.A.32B,"誒誒 
 明天 休假 欸 爽 
 外面 那麽 熱 家 吹 冷氣 比較 舒服 
 好吃 爆米花 可樂 推薦 
急 

--
 Sent  from  nPTT  on  my  iPhone  15  Pro

--",
M.1744984518.A.845,"學 倉頡 幾乎 太 注音 算是 後遺症 ? 
 
 現在 中文 十 字 裡 幾乎 全 字 
 
 嚴重 影響到 國文 考試 
 
 後悔 ? 

 檢定 分鐘 150 字 感覺 現在 沒 用處 
 
--",
M.1744965299.A.77A,"川普 選舉 
 
 當選 24 小時 結束 烏俄 戰爭 
 今天 放話 俄烏 


 川普 現在 關稅戰 
 號稱 美國 成為 製造業 大國 
 恐怕 90 天 不了了之 



 川普 美國 再次 偉大 
 
 台北 8 超越 新加坡 


 比較 唬爛 


--",
M.1744992824.A.D8B,"聽說 東西 法則 
 
 感覺 厲害 
 
 最近 想 蒐集 手勢 圖 
 
 增加 行動力 成功 機率",
M.1744981275.A.11D,"備註 放 後面   違者 新聞 文章 刪除 

1 . 媒體 來源 :",
M.1744987742.A.A50,"現在 堆 大樓 社區 愛 公設 區域 提供 跑步機 
 通常 種 公設 附設 跑步機 幾乎 陽春型 
 完全 健身房 專業 好用 
 機器 放 久 明明 沒 
 現在 過保 主委 硬 花錢 修 攤 
 大樓 社區 附設 跑步機 買 爛 

--",
M.1744987117.A.BB5,"Laurier  Lachance   洛瑞艾
 加拿大人 
 鍾綺 新 台語 專輯 音樂 總監     ^ ▽^  
 台語 竟然 唱 不錯  Σ  ° △ °||| ︴",
M.1744980058.A.B82,"嗨嗨 嗨   晚安 
 
 小妹 好奇 問 

 10 前 
 
 喊 
 
 獨裁 成為 事實 
 
 革命 義務 
 
 現在 484 喊 
 
 抓 

 有沒有 現在 民主 
 
 獨裁 拔瓜 

--",
M.1745037729.A.FCD,"不要 囉嗦 不要 沒 圖說 雞巴 哥 附圖 

 哥 今天 巨蛋 爪邦 順便 能不能 買到 蠟筆 小新 週邊 車子 停 華視 

 四月 今天 炎熱 妹子 按捺不住 展現 自我 真 讚 

 短裙 熱褲 嘖嘖嘖 

 台北 妹子 比較 怕 熱 

卦",
M.1745040959.A.7FB,"小弟 剛剛 路 

 看到 短裙妹 
 
 覺得 腿 保養 不錯 
 
 看到 露 背 裝 
 
 背 堆 痘痘 
 
 八卦 

-----
Sent  from  JPTT on  my OPPO PGU110.

--",
M.1744973547.A.CFB,"筆 債權 真的 沒辦法 用掉 
 執行 程序 下來 方向 參考 

1. 扣 三分之一 三分之二 三分之一 永遠 花旗 打工人 

2. 找 勞健保 工作 

3. 養 小孩 沒 說錯 養 小孩 
 養 份 低 生活費 
 法院 執行處 養 4 小孩 加 父母 薪水 6萬多 根本 扣 扣 
 法院 人員 表示 沒辦法 法律 規定 保留 生活費",
M.1745024754.A.E30,"郭董 愛店 出事 金春發 老母 告 狠 奪 5千萬 　超 驚人 營收 意外 曝光 
 
 記者 黃宥寧 ／ 台北 報導 
ETtoday 
 
 郭台銘 愛店 驚 爆 家變 知名 牛肉 老店 金春發 牛肉店 台北 承德店 經營人 陳蔡 女士 多
 委託 兒子 代為 收管 營業 收入 未料 屆 退休 兒子 索回 5,271萬 元 遭 拒 憤 提 
告 法院 審理 陳男 當庭 認帳 士林 地院 判 應 全數 返還 款項 支付 年息 5% 利息 全 案 
 立即 執行 

 判決 指出 陳蔡 女士 係 金春發 牛肉店 承德店 實際 經營 2007年 營業 收入 委託 
 兒子 代收 存入 合作金庫 元大 銀行 帳戶 長達 13 間 累計 高達 5,271萬4,984 元 平均 
 營收 逾 405萬 元 筆 收入 原 應 屬於 母親 遭 兒子 長期 占有 態度 強硬 毫無 悔
意 令 陳蔡 女士 痛心 不已 

 開庭 陳子 當庭 認諾 爭執 母親 提 事實 請求 法官 認定 被告 既已 承認 債務 
 無須 訴訟 標的 進行 法律 關係 調查 依法 判決 全數 敗訴 須 償還 款項 核准 假 執 
行 原告 立即 聲請 強制 執行 

 訴訟 過程 陳子 妻子 參加人 身分 出庭 主張 金春發 承德店 實 丈夫 經
營 媒體 次 採訪 證實 質疑 婆婆 丈夫 聯手 打官司 刻意 操作 訴訟 程序 
 掏空 財產 意圖 規避 配偶 剩餘 財產 分配 權利 兩 目前 正 處於 離婚 協商 階段 
 
 法官 認為 陳子 既已 當庭 認諾 配偶 發言 立場 相 牴觸 依法 生 效力 本案 
 單純 債務 清償 糾紛 法院 依法 作出 判決 陳子 須 全 額 返還 5271萬 元 應 負擔 訴
訟 費用 

 創立 1897年 金春發 牛肉店 擁有 超過 百 歷史 台灣 牛肉 料理界 指標性 名 店
 深受 政商 名流 喜愛 鴻海 創辦人 郭台銘 潤泰 集團 總裁 尹衍樑 重量級 人物 皆 座上 常
客 如今 品牌 版圖 拓展 台北 處 地點 老饕 間 享有 盛名 
 
 次 承德店 爆出 母子 反目 對簿公堂 訴訟 風波 撕裂 家庭 情感 金春 發
 塊 百 金字招牌 蒙上 陰影",
M.1745028210.A.DCB,"老師 講解 台灣 半導體 歷史 
 
 看到   老曹 當初 台灣 送出國 科技 種子隊 後來 回 台 
 
 半導體 開創 大佬 期   張忠謀   科技 大佬 


 期 現在 混 有聲有色 


   老曹 …

 違法 赴 投資 半導體 大倡 統一… 大陸 踢出來 …

 避稅 放棄 台灣籍 歸化 新加坡 …


 老曹 混成 …

--",
M.1744962834.A.9C5,"常見 禿頭 前額 頭心 禿 
 
 很多 肥宅 胖 禿頭 
 
 肥宅 禿 
 

--",
M.1745030337.A.B39,"直接 結論 蒼蘭鴿 鬼扯 八卦 瞎 附和 整 台灣 低 群眾 智商 表現 件 事 覽無疑 
 
 媽 日本 厚生 勞動省 資料 詳細 ? 
 
 日本 厚生 勞動省 令和 報告",
M.1744986833.A.CE0,"
 今天 小弟 抓去 玩 桌遊 
 玩 矮人 礦坑 
 覺得 破壞 根本 不可能 獲勝 
 
 想到 以前 沈迷 桌遊 朋友 玩 
 加 規則 
 
   遊戲 不能 透漏 金礦 位置 
 遊戲 不能 講話 
 礦工 挖到 金礦 道具 損壞 礦工 不能 金幣 
 
 破壞 根本 沒 遊玩 空間 
 
 經典 遊戲 應該 規則 沒 注意到 
 不可能 平衡 糟糕 
 
 矮人 礦工 規則 重要 一般人 不會 注意到 
 本來 平衡 言 
 
--",
M.1745027170.A.4FC,"
 
 當初 戒嚴 
 
 政治犯 
 
 關 美麗 地方 外 
 
 稱作 共匪 壞蛋 
 
 現在 
 
 真的 共匪 
----
Sent  from",
M.1745034680.A.594,"珠珠 寶貝 李珠垠 
 
 台灣 應該 沒 交到 新 朋友 
 
 天 應該 住 飯店 
 
 剛好 週末 天氣 
 
 珠珠 寶貝 出門 
 
 行程",
M.1744993758.A.855,"猴猴 茂德 土地 變更案 知道 敢 出頭 
 
 柯文哲 關 久 檢調 套路 警察 猴猴 了解 猴猴 可能 怕 
 
 政治 生命 當完 新北市長 差不多 結束 萬安 寶寶 想 選 總統 
 不敢 現在 淌渾水 
 
 殺柯儆猴 效果     猴猴 應該 繼續 歲月 靜好 順利 卸任 


--",
M.1744983659.A.171,"台灣 尋奇 
 
 專門 收集 老外 
 
 以前 很多 正妹 
 
 漸漸 出走   解約 
 
 現在 好像 剩 黑人 兄弟 
 
 黑龍   黑牛   忘 
 
 沒 發現 嚴重 ? ? 

--",
M.1744974203.A.98E,"全 世界 好像 爛 
 爛 
 某某某 有病 
 好奇 
 爛 排名 
 Google  美國 爛 總統 
 統計 爛 
 
--",
M.1745039896.A.612,"剛 新聞 
 
 最近 罷免 堆 抓 
 
 堆 政府 防堵 N 堵 不了 詐騙 
 
 沒 弊案 
 
 加上 
 
 高雄 房東 砸 店 
 
 新北 宇智波 挖眼 
 
 好像 整 社會 中國 瘋狗 
 
 爽 直接 怒吼 暴怒 直接 開 扁 
 
 戾氣 越來越 重 社會 越來越 對立 
 
 想 搞 事 死 裡 搞 死 裡 搞 
 
 台灣人 善良 純樸 
 
 現在 已經 整 組 壞掉",
M.1745025101.A.5C3,"石田三成 標準 忠誠度 極 高 官僚型 角色 
 
 適合 乖乖 財政 內政 類型 
 
 外交 作戰 能力 真的 一塌糊塗 
 
 賤 岳 槍 關係 實在 = = 
 
 豐臣 沒 贏 機會 
 
 小早川 沒 倒戈   石田三成 贏 
 
 延續 
 
 秀賴 沒 實權     大老   奉行   亂哄哄 
 
 贏 島津 毛利 上杉 一定 瓜分 土地 
 
 豐臣 削弱 次 
 
 再來 家康 死   秀忠 
 
 信濃 甲斐 掌握 
 
 最後 石田三成 鬥掉 暗殺 
 
 德川 + 伊達家 大概 次 東西 大戰 
 
 大概 @@ 

--",
M.1744994934.A.BB9,"到底 85 歲 阿罵 犯 重罪 
 
 為啥 
 
 不會 共諜 
 
 之前 民進黨 共諜 阿
 
 反對 民進黨 
 
 抓 


 欺負 85 歲 阿嬤 有沒有 報應 阿
 
 台灣人 善良 
 
 看起來 還好 阿  阿嬤 放過 
 
 知道 阿嬤",
M.1744970287.A.F89,"身邊 朋友 疫情 瘋狂 出國 問 一下 竟然 次 日本 想 整 日本 玩 次 
 
 四國 東北 鄉下 地方 想 問 怎不 國家 沒 興趣 
 
 自豪 路 遇到 堆 台灣人 自由行 
 
 國家 眼 裡 日本 東京 京都 差不多 沒 癡迷成 
 
 台灣人 立志 玩遍 日本 八卦 原因 造成 
 
 日本 旅遊 一點 便宜 

--",
M.1745020049.A.D6E,"蔣 朱聰明 
 
 明知道 違法   不宜 久留 
 
 沒 多久 跑掉 
 
 剩下 瞎起鬨 暴民 亂 
 
 身為 市長 沒 維持 治安 
 
 沒 出動 水泡車 驅離 
 
 應該 忘記 市長 
 
 北區 受不住 喊 倒閣 
 
 畢竟 黨 
 
--",
M.1744961405.A.1E7,"現在 進度 擴大 迫害 敵對 政治 人物 步 迫害 學者 意見 領袖 
 
 前 陣子 跳出來 中嚴院 75 學者 線上 
 
 cc…… 哭 
 
 門路 烙跑 
 
 早早 美國 生 小孩 真是 遠見 不用 遠見 
 
 準備 潤 勒 台灣 生死 j 家 系 愛 台灣 辣 cc


--",
M.1744958175.A.299,"答案 簡單 
 2008 -2016 
 65 - 75 年次 出生 世代 
 剛好 最佳 授孕 生產期 年紀 
 65 -75 出生 人口 狗 票 
 現在 撐 鬼島 經濟 
 保有 一點 傳宗接代 保守 觀念 
 導致 很多 2008 -2016 結婚 生子 
 結完 婚 生完 小孩 
 離婚潮 
 很多 單親 媽媽 
 
 來歷 紅 供 跨 賣 欸",
M.1745026916.A.F51,"剛剛 花費 40 
 
 終於 得出 結論 
 
 現在 網友 分享 
 
 殺 死 
 
--",
M.1745041174.A.288,"很多 國家 
 
 很多 國家 Google 街景 
 
 比較 國 街景 交通 
 
 發現到 規則 
 
 下面 台灣 種",
M.1744980182.A.400,"江湖人 常 禍 不及 家人   根本 笑死   完全 站 加害人 角度 阿
 
 罪 殺人 放火 害人 滿 門   仇家 找上門   禍 不及 家人 
 
 報仇   報仇 罪 感到 痛苦   感到 歡愉 報仇 
 
 尤其 罪 面   殘害 家人   聽到 罪 不要 喊   罪 家人 不要 喊 
 
 喊 撕心裂肺   無可奈何   頂級 報仇 愉悅 
 
 禍及 家人   罪 不要 亂 搞 事   搞   不要 搞 想 滅 滿 門 
 
 搞   想 搞 回去   搞   放下 屠刀   誠心 佛   教化 可能 
 
 禍 不及 家人   好康 事   守法 白癡 活該 搞 
 
 禍 不及 家人 根本 罪 說話   佔 受害 便宜   應該 丟 種 觀念 
 
 改為 滅 全 家   委屈 種 認知   沒 幫 
 
 寄望 國家   統治 名聲 勸 算了 拉   認錯 教化 可能 
 
 根本 無法 報仇   站 犯罪 地位   滅 滿 門 之後 放下 屠刀   誠心 向善 
 
 吐 口 怨氣   玩弄 假 道學   豈不 快 
 
   卦 否 
 

--",
M.1744991650.A.24E,馬斯克 義大利 總理 喬治亞‧梅洛尼 親吻 臉頰,
M.1744987147.A.D68,"當中 
 不會 跑去 不同 立場 場 蹭 流量   訟棍 
 不會 肉搜 公開 家 小孩 隱私 
 不會 公開 冰櫃 號碼 
 不會 推特 蕭 看到 屌照 
 不會 爸爸 死 祝 媽媽 死   送 高級 花籃 
 不會 約砲 未 成年 辯稱 8 前 10 歲 
 不會 霸凌 自殺 畏罪   死 太少 
 
 不會 事 
 潑 四叉貓 飲料 
 潑 飲料 毫無 興趣 


 沒 無聊 穆斯林 場子 偷拍 穆斯林 帶有 惡意 直播 斗 
 穆斯林人 發現 猶太教 起來 怪 德國 穿 納稅 軍服 納粹 愛 專屬 歌
 德體 德國 直 播 猜 德國人 


4X 夠 狠 夠 有理 偷拍 街頭 直 播 爭議 變態 四X 
 尊重 肖像權 一直 街 拍 女性 直 播 評論 女性 保證 炎 
 
 老伯伯 太 溫柔 街 偷拍 直接 防 狼 噴霧 噴 吃 混 
 大量 安眠藥 酒 協助 拖到 計程車 告訴 醉 醒過來 
 感化 演出 種 釋放 大愛 感覺 警局 自首 計程車 載到 家 
 車庫 準備好 刑具 鎖住 慢慢 肢解 中間 喊叫 沒 事 車庫 消音
 牆 完美 第一 步 先 割 舌頭 聲帶 肢解 器官 玻璃 保存 起來 眼球 
腦 肝 腎 心臟 類 臟器 好奇 究竟 蒐集 
 最後 可能 捕 第一 台灣 司法 實質 廢死 第二 根本 怕死 
 行刑 希望 捐贈 大體 器官 最好 醫學 解剖 福馬林 保存 起來 一定 非常 
 有趣 

--",
M.1744988323.A.7B3,"奈國 私刑 常 發生 喔 
 
 猜 
 
 可能 之前 屠 村 
 
 搶劫 
 
 氣憤 
 
 次 家 附近 黑人 
 
 偷 路 貨車 司機 電瓶 
 
 差點 打死 路 

-
 前 天 家 附近 火燒
   貧民窟 大約 200 間 木屋 燒光 
 可憐 奈國 子民",
M.1744989417.A.7C8,"最近 那麼多   學生 自殘 新聞 ? 
 
 今天 新聞 國中生   高中 
 
 真的 壓力 爆頂 ? 
 
 到底 現在 學生   課業 壓力 太 城 受不了 ? 
 
   人際 壓力 太 ?   畢竟 現在 下課 社群 交際 整 天 交際 真的 累 
 
--",
M.1744974644.A.FE9,"挺 好奇 
 種 需要 專業 判斷 東西 
 應該 法官 
 應該 組成 類似 醫審會 東西 合意 判決 

ps. 聽說 台灣 法官 隨便 推翻 醫審會 判斷 根本 有病 


-----
Sent  from JPTT on my Sony  XQ-BT52 . 

--
 支持 隔離 咬人 狗   悲劇 發生 
 愛心 警衛 流浪狗 2   喝醉 慘 12 犬 活活 咬死",
M.1744966766.A.39A,"1 . 媒體 來源 : 
UDN


2 . 記者 署名 : 
 記者 邵心杰 


3 . 完整 新聞 標題 : 
 深夜",
